37,Banjir,2/6/2014,13.00 WIB,109.67,-6.88289,Ds.Pasirsari Ds. Kramatsari Kec.Pekalongan Barat Kel. Pabean Kel.Bandengan Kec.Pekalongan Utara Kelurahan Banyuurip Kelurahan Buaran Kec.Pekalongan Selatan Kota pekalongan Provinsi. Jawa tengah,Korban Jiwa - Nihil Kerugian Materil - Masih dalam pendataan,Masih dalam pendataan,Kronologis : - Akibat hujan deras dan Sungai setu Meluap Upaya : - BPBD Setempat masih melakukan tindakan Assesment,,,,,,,,,,,
38,Banjir,2/4/2014,17.00 WIB,109.127,-6.86939,Ds. Sukosari Kec. Bojong Kab. Tegal Prov. Jawa Tengah,Nihil,Jembatan Penghubung Kec. Bojong ke Kec. Bumijawa Ambruk / Putus,*Kronologis: Akibat hujan deras *Upaya: - BPBD Jawa Tengah beserta SKPD terkait melakukan kesiapsiagaan sebagai antisipasi apabila terjadi bencana. - BPBD Prov. Jateng melakukan pemantauan melalui Posko AJU selama 24 jam untuk mengetahui kondisi terkini penanganan bencana di Kab seﾖJateng,,,,,,,,,,,
39,Banjir,2/4/2014,19.00 WIB,112.741,-7.53632,Ds. Wunut Ds. Pesawaan Ds. Candipari Kec. Porong Ds. Kalisampurno Ds. Gempolsari Kec. Tanggulangin Kab. Sidoarjo Prov. Jawa Timur,Nihil,masih dalam pendataaan,*Kronologis : Akibat pintu air milik BPLS di sungai Ketapang tidak bisa dibuka ditambah dengan hujan dan kiriman air dari hulu Mojokerto sehingga air meluber ke perumahan warga mencapai ketinggia 20-30 cm *Upaya : BPBD Kab. Sidoarjo masih mengusahakan untuk membuka pintu air milik BPLS tersebut agar air bisa mengalir kembali,,,,,,,,,,,
40,Banjir,2/1/2014,08:00 WIB,109.612,-6.9719,Ds. Pantai Anom Ds. Wiroditan Ds. Bukur Ds. Randu Murti Waren Ds. Legok Clili Ds. Wangan Dowo Ds. Sembing Jambu Ds.Bojong Lor Kec. Bojong Kab. Pekalongan Prov. Jawa Tengah,Pengungsi (dalam pendataan),Dalam pendataan,*Kronologis : Akibat hujan deras *Upaya : BPBD setempat dan BPBD Prov. Jawa Tengah sudah ke lokasi untuk membantu warga dan melakukan pendataan,,,,,,,,,,,
41,Banjir,2/1/2014,,109.462,-6.88483,Kec. Bodeh Kec. Comal Kec. Ulujami Kec. Ampel Gading Kec. Taman Kec. Petarukan Kec. Pemalang Kab. Pemalang Prov. Jawa Tengah,3.000 jiwa ditempatkan pada 13 titik pengungsian.,"Jembatan Tedagung terputus, 37 unit rumah rusak berat (RB) dan 143 unit rumah rusak ringan",*Kronologis : Akibat hujan deras dan Kali Polaga meluap *Upaya : BPBD setempat sudah ke lokasi untuk membantu warga dan melakukan pendataan,,,,,,,,,,,
42,Banjir,1/31/2014,19:32 WIB,112.524,-7.85997,Ds. Ngantang Kec. Pujon Kota. Batu Prov. Jawa Timur,1 orang hanyut,10 Backhoe (alat berat) hanyut dan beberapa warung makan hanyut (dalam pendataan),*Kronologis : Hujan deras *Upaya : BPBD Kota Batu sedang melakukan evakuasi *Kondisi Mutakhir : Saat ini banjir bandang masih terjadi,,,,,,,,,,,
43,Banjir,1/30/2014,19:00 WIB,113.632,-7.75157,Ds. Paowan Kec. Mladingan Kec. Panarukan Ds. Pesisir Kec. Besuki Ds. Lubawang Kec. Banyuglugur Ds. Selowogo Kec. Bungatan Ds. Klatakan Ds. Kendit Kec. Kendit Kab. Situbondo Prov. Jatim,"Terdampak ; - Kec. Kredit; Ds. Klatakan 214, Ds. Kendit 99 kk - Kec. Bungatan; Ds. Selowogo 275 kk - Kec. Banyuglugur; Ds. Lubawang 58 kk - Kec. Besuki; Ds. Pesisir 4 kk RB (ROB) - Kec. Mladingan 5 kk - Kec. Panarukan; Ds. Paowan 6 kk",5 Kecamatan terendam air dengan TMA 50 - 100 cm (dalam pendataan),*Kronologis : Hujan deras *Upaya : BPBD Kab. Situbondo melakukan evakuasi kepada korban dan pendataan,,,,,,,,,,,
44,Banjir,1/30/2014,,114.046,-6.92044,Ds. Dependa Kec. Batang - batang Kab. Sumenep Prov. Jawa Timur,Nihil,7 rumah (RR),"*Kronologis : Hujan deras *Upaya : BPBD Kab. Sumenep di bantu oleh PT. Gudang Garam mengirim bantuan sembako dan makanan siap saji 1 Paket, Lauk Pauk 1 Paket dan Tambahan Gizi 1 Paket",,,,,,,,,,,
45,Banjir,1/29/2014,,106.349,-6.1481,Ds. Gembor Kec. Binuang Kab. Serang Prov. Banten,Nihil,260 KK terendam dengan TMA 50 - 60 cm,"*Kronologis : Hujan deras *Upaya : BPBD mengirimkan logistik, mengevakuasi dan melakukan pendataan",,,,,,,,,,,
46,Banjir,1/29/2014,02:00 WIB,106.698,-6.22525,Perum. Total Persada Kec. Priuk Perum. Ciledug Indah Satu Ds. Madurenan Kec. Karang Tengah Kota. Tangerang Prov. Banten,- Kec. Karang Tengah : 1 orang meninggal dunia dan ﾱ 500 - 1000 Jiwa mengungsi - Kec. Priuk : 1000 Jiwa mengungsi,masih dalam pendataan,"*Kronologis : Hujan deras *Upaya : -Dinas Damkar kota tangerang sudah melakukan evakuasi dan memberikan bantuan logistik, - Dinsos sudah memberikan bantuan makanan - Dinkes memberikan pengobatan kepada para korban *Kondisi Mutakhir : - Kec. Priuk : 100 - 150 cm - Kec. Karang Tengah : 50 - 100 cm",,,,,,,,,,,
47,Banjir,1/28/2014,03.00 WIB,113.037,-7.12089,Ds. Blega Kec. Blega Kab. Bangkalan Prov. Jatim,25 kk dievakuasi ke tempat aman,500 rmh terendam banjir,"*Kronologis : Banjir kiriman dari gunung *Upaya : BPBD Kab. Bangkalan melakukan evakuasi korban banjir, melakukan pendataan (assesment) dan membantu Polri melakukan pengaturan lalulintas",,,,,,,,,,,
48,Banjir,1/24/2014,21.00 WITA,125.622,3.42445,Ds. Laine Kec. Manganitu Selatan Kab. Sangihe Prov. Sulut,Dalam pendataan,Dalam pendataan,"*Kronologis : Hujan deras disertai angin *Upaya : - Kalak BPBD Kab. Sangihe telah menyampaikan kepada Ka.Desa agar segera mengungsikan masyarakat ke tempat tinggi dan aman, - Sudah koordinasi dengan Camat setempat dan Kodim, - BPBD Kab. Sangihe sedang menuju lokasi sekitar 2 jam perjalanan darat",,,,,,,,,,,
49,Banjir,1/23/2014,08:00 WIB,110.325,-6.9645,Kec. Tembalang Kec. Ngaliyan Kec. Candisari Kec. Lempongsari Kec. Semarang Barat Kec. Tringkil Baru Kec. Trangkil Sejahtera Kec. Genuk Kec. Semarang Timur Kec. Tugu Kec. Semarang Utara Kota Semarang Prov. Jawa Tengah,Nihil,- Kec. Trangkil Baru : 32 unit rumah rusak berat - Kec. Trangkil Sejahtera : 11 unit rumah rusak berat,"*Kronologis: Akibat hujan deras *Upaya: BPBD saat ini sedang melakukan pemantuan ke lokasi yang rawan, mendistribusikan logistik, dan melakukan evakuasi *Kondisi Mutakhir : TMA 50-70 cm",,,,,,,,,,,
50,Banjir,1/23/2014,09:00 WIB,110.872,-7.04461,Ds. Ringinharjo Ds. Tlogomulyo Kec. gubug Ds. Lemah Putih Kec. Brati Kab. Grobogan Prov. Jawa tengah,Nihil,- Ds. Lemah Putih : 143 unit rumah tergenang - DS Tlogomulyo : 500 unit rumah tergenang air setinggi 20-30 cm - Ds. Ringinharjo : 450 unit rumah terendam air setinggi 20-30 cm,*Kronologis: Akibat hujan deras *Upaya: BPBD saat ini sedang melakukan pemantuan ke lokasi yang rawandan melakukan pendataan,,,,,,,,,,,
51,Banjir,1/23/2014,21:00 WITA,115.129,-8.17349,Ds. Galungan Kec. Sawan Ds. Sudaji Kec. Sawan Ds. Silangjana Kec. Sukasada Kab. Buleleng Prov. Bali,62 jiwa mengungsi dan 1 orang hanyut a.n. Komang Ayu (16 Thn).,"- Ds. Sawan : 1 buah motor hanyut - Ds. Sudaji : 13 unit rumah rusak berat (RB), 2 unit rumah rusak sedang (RS) dan 2 buah sepeda motor hanyut - Ds. Lokapaksa : 1 orang meninggal dunia (MD) - Ds. Silangjana : 2 buah motor hanyut",*Kronologis : Hujan deras dengan intensitas tinggi *Upaya : BPBD sudah saat ini masih di lokasi kejadian untuk melakukan evakuasi dan pendataan,,,,,,,,,,,
52,Banjir,1/23/2014,23.00 WITA,120.819,1.05821,Ds. Pangkung Ds. Bambapun Kec. Dondo Ds. Bajugan Ds. Tende Ds. Sabang Kec. Galang Kel. Panasaka Kec. Baolan Kab. Tolitoli Prov. Sulawesi Tengah,Kec. Dondo : - 35 KK di Ds. Pangkung terkena dampak banjir setinggi 1 meter dan 25 KK di Ds. Bambapun terkena setinggi 1 meter,"Kec. Galang: - 1 Sekolah SMP Bajugan terendam banjir setinggi 0,70 meter - 1,20 meter di Ds. Bajugan dan Kantor Ds. Aung terendam banjir setinggi 60 cm - Pekarangan rumah rumah warga terendam banjir setinggi 50 cm - 1,5 meter di Ds. Tende, -4 rumah penduduk terkena dampak Longsoran setinggi 50 cm - 1 meter dan jalan raya terkena dampak longsoran setinggi 20 cm - 40 cm dari Gn. Sabang di Ds. Sabang. Kec. Baolan : - Kel. Panasakan 2 rumah atas nama pemilik Boy Matualiege dan Along terkena dampak musibah Longsor yang mengakibatkan bangunan tidak layak huni",*Kronologis: Akibat hujan deras. *Upaya: Korban terkena dampak banjir mengungsi ke tempat yang lebih tinggi,,,,,,,,,,,
